"model.id","drug","time","volume","body.weight"
"X.2838.LG13","LGW813",14,236.97,23.2
"X.2838.LG13","LGW813",17,269.28,22.9
"X.2838.LG13","LGW813",21,343.9,23.7
"X.2838.LG13","LGW813",24,405.52,23.9
"X.2838.TA66","TAS266",0,194.51,24.3
"X.2838.TA66","TAS266",3,162.56,26.1
"X.2838.TA66","TAS266",7,254.4,26
"X.2838.TA66","TAS266",10,230.87,25.6
"X.2838.TA66","TAS266",14,236.69,25.2
"X.2838.TA66","TAS266",17,247.14,25.8
"X.2838.TA66","TAS266",21,306.56,26.1
"X.2838.TA66","TAS266",24,290.65,25.7
"X.2838.TA66","TAS266",28,510.76,26.6
"X.2838.uned","untreated",0,198.2,20.7
"X.2838.uned","untreated",4,233.65,21.1
"X.2838.uned","untreated",7,297.85,22.1
"X.2838.uned","untreated",11,369.44,21.6
"X.2838.uned","untreated",14,391.51,22.3
"X.2838.uned","untreated",18,586.62,21.9
"X.2838.uned","untreated",21,803.38,22.5
"X.2838.uned","untreated",25,819.72,22.5
"X.2838.WN74","WNT974",0,193.16,25.8
"X.2838.WN74","WNT974",4,172.58,25.6
"X.2838.WN74","WNT974",7,188.9,25.2
"X.2838.WN74","WNT974",11,226.47,26.2
"X.2838.WN74","WNT974",14,212.66,26.9
"X.2838.WN74","WNT974",18,315.83,26.1
"X.2838.WN74","WNT974",21,308.52,26.2
"X.2838.WN74","WNT974",26,438.4,25.3
"X.2838.WN74","WNT974",27,438.4,25.3
"X.2846.5FFU","5FU",0,259.3,25.6
"X.2846.5FFU","5FU",2,347.5,23.4
"X.2846.5FFU","5FU",5,338.8,22.4
"X.2846.5FFU","5FU",8,360.1,23.8
"X.2846.5FFU","5FU",13,479.5,23.2
"X.2846.5FFU","5FU",19,499.9,25.6
"X.2846.5FFU","5FU",23,397,23.5
"X.2846.5FFU","5FU",26,608.7,22.6
"X.2846.5FFU","5FU",30,669.9,22
"X.2846.5FFU","5FU",35,701.9,25.7
"X.2846.5FFU","5FU",40,734.8,24.8
"X.2846.5FFU","5FU",47,767.8,25.3
"X.2846.5FFU","5FU",50,921.1,25.6
"X.2846.5FFU","5FU",55,1059.4,24.9
"X.2846.5FFU","5FU",58,1094.4,26.2
"X.2846.5FFU","5FU",62,1179.4,25.6
"X.2846.biib","binimetinib",0,253.2,23.6
"X.2846.biib","binimetinib",4,200.3,24.8
"X.2846.biib","binimetinib",8,227.3,22.5
"X.2846.biib","binimetinib",11,276.5,22.2
"X.2846.biib","binimetinib",14,296.5,23.2
"X.2846.biib","binimetinib",19,317.4,22.9
"X.2846.biib","binimetinib",25,468,23.3
"X.2846.biib","binimetinib",29,418.9,22.8
"X.2846.biib","binimetinib",36,358.4,23.1
"X.2846.biib","binimetinib",41,383.7,22.7
"X.2846.biib","binimetinib",46,438.4,22.4
"X.2846.BK20","BKM120",0,196.7,20.8
"X.2846.BK20","BKM120",4,183.6,19.7
"X.2846.BK20","BKM120",11,183.4,20.2
"X.2846.BK20","BKM120",14,176.1,20.3
"X.2846.BK20","BKM120",19,201.3,21.3
"X.2846.BK20","BKM120",25,214.5,21.4
"X.2846.BK20","BKM120",29,211.2,20.2
"X.2846.BK20","BKM120",32,208.5,19.4
"X.2846.BK20","BKM120",36,202.2,19.1
"X.2846.BK20","BKM120",41,201.9,19.3
"X.2846.BK20","BKM120",46,181.2,19.1
"X.2846.BK20","BKM120",53,233.3,21.9
"X.2846.BK20","BKM120",56,243.5,18.4
"X.2846.BK20","BKM120",64,319.4,20.2
"X.2846.BK20","BKM120",68,356.4,20.3
"X.2846.BK20.LJ49","BKM120 + LJC049",0,227.9,27.4
"X.2846.BK20.LJ49","BKM120 + LJC049",3,248.9,29.7
"X.2846.BK20.LJ49","BKM120 + LJC049",10,296.3,29.8
"X.2846.BK20.LJ49","BKM120 + LJC049",13,296.8,28.5
"X.2846.BK20.LJ49","BKM120 + LJC049",18,327.1,26.9
"X.2846.BK20.LJ49","BKM120 + LJC049",21,374.1,28.2
"X.2846.BK20.LJ49","BKM120 + LJC049",25,383.9,26.6
"X.2846.BY19","BYL719",0,254.2,24.9
"X.2846.BY19","BYL719",6,287.6,25.8
"X.2846.BY19","BYL719",12,328.5,26.5
"X.2846.BY19","BYL719",16,374,25.8
"X.2846.BY19","BYL719",23,381.3,24.6
"X.2846.BY19","BYL719",28,404.2,25.6
"X.2846.BY19","BYL719",33,414.4,26.2
"X.2846.BY19.biib","BYL719 + binimetinib",0,231.9,23.7
"X.2846.BY19.biib","BYL719 + binimetinib",6,212.9,23.4
"X.2846.BY19.biib","BYL719 + binimetinib",12,188,24.1
"X.2846.BY19.biib","BYL719 + binimetinib",16,181.6,22.9
"X.2846.BY19.biib","BYL719 + binimetinib",19,130.8,22.5
"X.2846.BY19.biib","BYL719 + binimetinib",23,132.5,23
"X.2846.BY19.biib","BYL719 + binimetinib",28,175.5,25.9
"X.2846.BY19.biib","BYL719 + binimetinib",33,160.2,24.5
"X.2846.BY19.biib","BYL719 + binimetinib",40,184.9,24.8
"X.2846.BY19.biib","BYL719 + binimetinib",43,165.5,23.3
"X.2846.BY19.biib","BYL719 + binimetinib",48,156.8,23.7
"X.2846.BY19.biib","BYL719 + binimetinib",51,69.3,25.5
"X.2846.BY19.biib","BYL719 + binimetinib",55,71.3,22.6
"X.2846.BY19.biib","BYL719 + binimetinib",58,70.8,22.7
"X.2846.BY19.biib","BYL719 + binimetinib",66,112.7,23.6
"X.2846.BY19.biib","BYL719 + binimetinib",69,123.9,23.9
"X.2846.BY19.biib","BYL719 + binimetinib",71,87.4,23.3
"X.2846.BY19.biib","BYL719 + binimetinib",75,85.1,24.9
"X.2846.BY19.biib","BYL719 + binimetinib",78,118.4,25.7
"X.2846.BY19.biib","BYL719 + binimetinib",83,103,25.2
"X.2846.BY19.biib","BYL719 + binimetinib",88,88.5,25
"X.2846.BY19.biib","BYL719 + binimetinib",92,87.6,24.5
"X.2846.BY19.ceab","BYL719 + cetuximab",0,190.1,25.4
"X.2846.BY19.ceab","BYL719 + cetuximab",3,130.8,24.2
"X.2846.BY19.ceab","BYL719 + cetuximab",10,86,25.3
"X.2846.BY19.ceab","BYL719 + cetuximab",13,62.3,24.5
"X.2846.BY19.ceab","BYL719 + cetuximab",18,51,23.4
"X.2846.BY19.ceab","BYL719 + cetuximab",21,61.3,24.5
"X.2846.BY19.ceab","BYL719 + cetuximab",25,38.3,25.7
"X.2846.BY19.ceab","BYL719 + cetuximab",28,29.9,25.6
"X.2846.BY19.ceab","BYL719 + cetuximab",33,29,27.3
"X.2846.BY19.ceab","BYL719 + cetuximab",36,26.7,27.4
"X.2846.BY19.ceab","BYL719 + cetuximab",39,18,26.7
"X.2846.BY19.ceab","BYL719 + cetuximab",41,27.8,26.4
"X.2846.BY19.ceab","BYL719 + cetuximab",45,24.6,26.9
"X.2846.BY19.ceab","BYL719 + cetuximab",48,0,27.8
"X.2846.BY19.ceab","BYL719 + cetuximab",53,0,27.9
"X.2846.BY19.ceab","BYL719 + cetuximab",58,0,27
"X.2846.BY19.ceab","BYL719 + cetuximab",62,0,27.7
"X.2846.BY19.ceab","BYL719 + cetuximab",67,0,27.5
"X.2846.BY19.ceab","BYL719 + cetuximab",70,0,23.2
"X.2846.BY19.ceab","BYL719 + cetuximab",73,0,25.8
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",0,195.7,23.4
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",3,128.6,22.1
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",10,82,23.8
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",13,75.6,23.4
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",18,64,23.8
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",25,84.5,22.9
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",28,83.9,22.8
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",33,31.1,23.6
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",36,60.9,22.9
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",39,47.9,22.3
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",41,50.1,22.2
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",45,47.6,23.5
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",48,41.5,22.3
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",53,49.6,23.4
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",58,41.9,23.4
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",62,35.7,23.3
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",67,44.1,21.6
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",70,44.5,21.6
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",73,50,21.5
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",77,32.9,22.1
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",80,34.7,22.3
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",84,23.8,22.6
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",88,32.3,23.5
"X.2846.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",97,25.6,24.3
"X.2846.BY19.enib","BYL719 + encorafenib",0,242.9,23.8
"X.2846.BY19.enib","BYL719 + encorafenib",7,255.4,23.5
"X.2846.BY19.enib","BYL719 + encorafenib",11,250.8,22.9
"X.2846.BY19.enib","BYL719 + encorafenib",14,223.9,23.5
"X.2846.BY19.enib","BYL719 + encorafenib",18,177.8,23.1
"X.2846.BY19.enib","BYL719 + encorafenib",23,228.3,23.9
"X.2846.BY19.enib","BYL719 + encorafenib",28,249.5,23.3
"X.2846.BY19.enib","BYL719 + encorafenib",35,249.5,24
"X.2846.BY19.enib","BYL719 + encorafenib",38,262.4,24.3
"X.2846.BY19.enib","BYL719 + encorafenib",43,304.9,24.9
"X.2846.BY19.enib","BYL719 + encorafenib",46,291,25.7
"X.2846.BY19.enib","BYL719 + encorafenib",50,333.6,24
"X.2846.BY19.LJ16","BYL719 + LJM716",0,281.9,27
"X.2846.BY19.LJ16","BYL719 + LJM716",6,199,27.4
"X.2846.BY19.LJ16","BYL719 + LJM716",12,112.3,28.8
"X.2846.BY19.LJ16","BYL719 + LJM716",28,163.1,27.8
"X.2846.BY19.LJ16","BYL719 + LJM716",33,109.5,28.1
"X.2846.BY19.LJ16","BYL719 + LJM716",40,140.3,28.6
"X.2846.BY19.LJ16","BYL719 + LJM716",43,242.4,27.1
"X.2846.BY19.LJ16","BYL719 + LJM716",51,320.3,27.1
"X.2846.BY19.LJ16","BYL719 + LJM716",55,751.4,27.1
"X.2846.ceab","cetuximab",0,196.9,26.2
"X.2846.ceab","cetuximab",4,167.8,27.9
"X.2846.ceab","cetuximab",8,157.3,26.8
"X.2846.ceab","cetuximab",11,136.5,27.2
"X.2846.ceab","cetuximab",14,154.7,27.1
"X.2846.ceab","cetuximab",19,143.1,29.5
"X.2846.ceab","cetuximab",25,142,27.9
"X.2846.ceab","cetuximab",32,165.4,26.3
"X.2846.ceab","cetuximab",36,146.4,26.7
"X.2846.ceab","cetuximab",41,128.7,27.3
"X.2846.ceab","cetuximab",46,156.1,27.7
"X.2846.ceab","cetuximab",53,162.2,27.9
"X.2846.ceab","cetuximab",56,139.4,27.9
"X.2846.ceab","cetuximab",69,146.2,27.9
"X.2846.ceab","cetuximab",71,110,27.9
"X.2846.ceab","cetuximab",76,123.2,28
"X.2846.ceab","cetuximab",79,108.3,27.5
"X.2846.ceab","cetuximab",82,133.9,27.3
"X.2846.ceab","cetuximab",84,135.4,27.7
"X.2846.ceab","cetuximab",88,132.7,28.2
"X.2846.ceab","cetuximab",91,151.3,28.5
"X.2846.ceab","cetuximab",101,132.3,28.1
"X.2846.ceab","cetuximab",105,163.4,27.5
"X.2846.ceab.enib","cetuximab + encorafenib",0,187.5,26.4
"X.2846.ceab.enib","cetuximab + encorafenib",3,161.7,25.8
"X.2846.ceab.enib","cetuximab + encorafenib",10,125.9,28.4
"X.2846.ceab.enib","cetuximab + encorafenib",13,130,27.6
"X.2846.ceab.enib","cetuximab + encorafenib",18,140.1,23.6
"X.2846.ceab.enib","cetuximab + encorafenib",25,134,28
"X.2846.ceab.enib","cetuximab + encorafenib",28,114.2,29
"X.2846.ceab.enib","cetuximab + encorafenib",33,69,29
"X.2846.ceab.enib","cetuximab + encorafenib",36,115.8,28
"X.2846.ceab.enib","cetuximab + encorafenib",39,130.2,28.5
"X.2846.ceab.enib","cetuximab + encorafenib",41,95.8,28.6
"X.2846.ceab.enib","cetuximab + encorafenib",45,65.3,29.1
"X.2846.ceab.enib","cetuximab + encorafenib",53,70.9,28.9
"X.2846.ceab.enib","cetuximab + encorafenib",58,68.4,28.6
"X.2846.ceab.enib","cetuximab + encorafenib",62,80.9,29
"X.2846.ceab.enib","cetuximab + encorafenib",67,74.2,29
"X.2846.ceab.enib","cetuximab + encorafenib",70,75.6,29.3
"X.2846.ceab.enib","cetuximab + encorafenib",73,66.8,28.7
"X.2846.ceab.enib","cetuximab + encorafenib",77,68.1,29.7
"X.2846.ceab.enib","cetuximab + encorafenib",80,61.4,29.4
"X.2846.ceab.enib","cetuximab + encorafenib",84,47.6,30.1
"X.2846.ceab.enib","cetuximab + encorafenib",88,73.1,28.9
"X.2846.CG97","CGM097",0,242.7,23.5
"X.2846.CG97","CGM097",4,350.5,25.4
"X.2846.CG97","CGM097",8,665.1,26.4
"X.2846.CG97","CGM097",11,682,25.1
"X.2846.CG97","CGM097",14,793.5,24.7
"X.2846.CG97","CGM097",19,864,23.9
"X.2846.CG97","CGM097",29,924.6,21.6
"X.2846.CG97","CGM097",32,894.4,20.9
"X.2846.CG97","CGM097",36,1054.2,19.6
"X.2846.CG97","CGM097",41,1269.3,21.6
"X.2846.CG97","CGM097",46,1305.5,21.5
"X.2846.CK20","CKX620",0,229.5,26.6
"X.2846.CK20","CKX620",4,196.7,27.1
"X.2846.CK20","CKX620",8,204.2,28.4
"X.2846.CK20","CKX620",11,185.3,28
"X.2846.CK20","CKX620",14,164.5,29.1
"X.2846.CK20","CKX620",19,172.7,30.6
"X.2846.CK20","CKX620",25,111.3,28.5
"X.2846.CK20","CKX620",29,93.2,27.9
"X.2846.CK20","CKX620",32,65.8,28.9
"X.2846.CK20","CKX620",36,48.9,29.1
"X.2846.CK20","CKX620",41,33.5,30.1
"X.2846.CK20","CKX620",46,33.5,29.4
"X.2846.CK20","CKX620",53,35.7,30.2
"X.2846.CK20","CKX620",56,32.3,29.4
"X.2846.CK20","CKX620",64,29.1,29.4
"X.2846.CK20","CKX620",68,30,29.2
"X.2846.CK20","CKX620",71,0,29
"X.2846.CK20","CKX620",76,0,28.9
"X.2846.CK20","CKX620",79,0,29.6
"X.2846.CK20","CKX620",84,0,29.1
"X.2846.CK20","CKX620",88,0,30.2
"X.2846.CK20","CKX620",91,0,29.2
"X.2846.CK20","CKX620",96,0,29.5
"X.2846.CK20","CKX620",101,0,31.1
"X.2846.CK20","CKX620",105,0,29.8
"X.2846.CL57","CLR457",0,230.4,26.2
"X.2846.CL57","CLR457",4,110.7,25.4
"X.2846.CL57","CLR457",8,114.1,26.4
"X.2846.CL57","CLR457",11,107,25.2
"X.2846.CL57","CLR457",14,124.7,26.3
"X.2846.CL57","CLR457",19,148.2,26.7
"X.2846.CL57","CLR457",25,192.8,26.1
"X.2846.CL57","CLR457",29,173.7,25.9
"X.2846.CL57","CLR457",32,195,26.9
"X.2846.CL57","CLR457",36,189.3,26.8
"X.2846.CL57","CLR457",41,195.6,27.3
"X.2846.CL57","CLR457",46,238.8,26.1
"X.2846.CL57","CLR457",53,235.4,26.5
"X.2846.CL57","CLR457",56,217.7,25.8
"X.2846.CL57","CLR457",64,169,26.2
"X.2846.CL57","CLR457",68,190.6,25.9
"X.2846.CL57","CLR457",76,180.8,25.4
"X.2846.CL57","CLR457",79,112.7,26.3
"X.2846.CL57","CLR457",82,128,25.7
"X.2846.CL57","CLR457",84,158.5,25.3
"X.2846.CL57","CLR457",88,141.2,25.6
"X.2846.CL57","CLR457",91,129.6,25.6
"X.2846.CL57","CLR457",96,127.9,26.2
"X.2846.CL57","CLR457",105,85,26
"X.2846.enib","encorafenib",0,220,28.1
"X.2846.enib","encorafenib",4,183.8,28.1
"X.2846.enib","encorafenib",8,165.7,31
"X.2846.enib","encorafenib",11,202,30.9
"X.2846.enib","encorafenib",14,228,30.4
"X.2846.enib","encorafenib",19,302.4,31
"X.2846.enib","encorafenib",29,358.9,29.9
"X.2846.enib","encorafenib",32,419.4,29.3
"X.2846.enib","encorafenib",36,452.8,28.8
"X.2846.enib","encorafenib",41,481.5,30.9
"X.2846.enib","encorafenib",46,341,28.9
"X.2846.HD01","HDM201",0,297.6,28.1
"X.2846.HD01","HDM201",4,614.2,28.4
"X.2846.HD01","HDM201",8,735.6,27.6
"X.2846.HD01","HDM201",11,807.9,29.3
"X.2846.HD01","HDM201",19,1045.5,30.9
"X.2846.HD01","HDM201",25,1367.9,30.3
"X.2846.LE11","LEE011",0,245,27.7
"X.2846.LE11","LEE011",4,231.8,28.6
"X.2846.LE11","LEE011",8,259.5,27.6
"X.2846.LE11","LEE011",11,255.3,27.6
"X.2846.LE11","LEE011",14,299.3,29.3
"X.2846.LE11","LEE011",19,288,28.9
"X.2846.LE11","LEE011",25,364.4,29.1
"X.2846.LE11","LEE011",29,345.5,29.3
"X.2846.LE11","LEE011",32,405,29.7
"X.2846.LE11","LEE011",36,423.3,30
"X.2846.LE11","LEE011",41,356.5,29.7
"X.2846.LE11","LEE011",46,439.4,28.9
"X.2846.LJ49","LJC049",0,199.7,24.7
"X.2846.LJ49","LJC049",4,215.7,24.8
"X.2846.LJ49","LJC049",8,240.9,23.5
"X.2846.LJ49","LJC049",11,375.1,24.8
"X.2846.LJ49","LJC049",14,528.7,24.2
"X.2846.LJ49","LJC049",19,567.2,23.9
"X.2846.LJ49","LJC049",25,609.9,24.4
"X.2846.LJ49","LJC049",29,550.3,23.1
"X.2846.LJ49","LJC049",32,561.5,23.2
"X.2846.LJ49","LJC049",36,562,21.9
"X.2846.LJ49","LJC049",41,734.1,21.6
"X.2846.LJ49","LJC049",46,1955.6,24.9
"X.2846.LK36","LKA136",0,210,25.5
"X.2846.LK36","LKA136",4,218.8,26.3
"X.2846.LK36","LKA136",8,254.6,26.1
"X.2846.LK36","LKA136",11,307.9,25.3
"X.2846.LK36","LKA136",14,313.9,25.6
"X.2846.LK36","LKA136",19,296.3,26.3
"X.2846.LK36","LKA136",25,325.6,26.7
"X.2846.LK36","LKA136",29,394,26.9
"X.2846.LK36","LKA136",32,367.1,25.7
"X.2846.LK36","LKA136",36,383.3,25.6
"X.2846.LK36","LKA136",41,437.7,25.3
"X.2846.LK36","LKA136",46,515.1,28.5
"X.2846.uned","untreated",0,266,23.1
"X.2846.uned","untreated",4,557.5,25.3
"X.2846.uned","untreated",8,728.5,23
"X.2846.uned","untreated",11,872.6,22.1
"X.2846.uned","untreated",14,892.9,22
"X.2846.uned","untreated",19,1040.7,21.3
"X.2846.uned","untreated",25,1091.7,21
"X.2861.5FFU","5FU",0,247.5,23.4
"X.2861.5FFU","5FU",5,353.3,23
"X.2861.5FFU","5FU",8,404.5,22.3
"X.2861.5FFU","5FU",11,318.2,20.7
"X.2861.5FFU","5FU",14,358.1,21.3
"X.2861.5FFU","5FU",21,413.4,20.9
"X.2861.5FFU","5FU",27,419.6,21.3
"X.2861.5FFU","5FU",30,457.2,21.7
"X.2861.5FFU","5FU",33,455.1,20.7
"X.2861.biib","binimetinib",0,254.5,20.9
"X.2861.biib","binimetinib",4,319.8,18.6
"X.2861.biib","binimetinib",9,516.3,21.1
"X.2861.biib","binimetinib",14,697.8,20.4
"X.2861.biib","binimetinib",17,852.8,19.5
"X.2861.biib","binimetinib",20,968.3,20.5
"X.2861.biib","binimetinib",23,1240.6,21.4
"X.2861.BK20","BKM120",0,229.2,21.1
"X.2861.BK20","BKM120",6,295.8,19.2
"X.2861.BK20","BKM120",11,369.5,22.1
"X.2861.BK20","BKM120",14,374.6,20.6
"X.2861.BK20","BKM120",17,403.9,18.4
"X.2861.BK20","BKM120",20,506.8,20.1
"X.2861.BK20","BKM120",27,564.7,18.2
"X.2861.BK20.LJ49","BKM120 + LJC049",0,206.7,22.4
"X.2861.BK20.LJ49","BKM120 + LJC049",5,243.2,21.5
"X.2861.BK20.LJ49","BKM120 + LJC049",8,358.1,21.5
"X.2861.BK20.LJ49","BKM120 + LJC049",11,382.8,20.2
"X.2861.BK20.LJ49","BKM120 + LJC049",14,457.3,19.6
"X.2861.BY19","BYL719",0,210.8,23.4
"X.2861.BY19","BYL719",6,243.2,21.2
"X.2861.BY19","BYL719",11,313.3,21.5
"X.2861.BY19","BYL719",14,322.5,20.5
"X.2861.BY19","BYL719",17,486.1,19
"X.2861.BY19","BYL719",20,513,19.3
"X.2861.BY19.biib","BYL719 + binimetinib",0,218.7,22.3
"X.2861.BY19.biib","BYL719 + binimetinib",5,152.8,22.8
"X.2861.BY19.biib","BYL719 + binimetinib",8,117.1,22.3
"X.2861.BY19.biib","BYL719 + binimetinib",11,146,21.2
"X.2861.BY19.biib","BYL719 + binimetinib",14,151.3,22
"X.2861.BY19.biib","BYL719 + binimetinib",21,149.9,22.3
"X.2861.BY19.biib","BYL719 + binimetinib",27,139.8,22.3
"X.2861.BY19.biib","BYL719 + binimetinib",30,174.7,22.6
"X.2861.BY19.biib","BYL719 + binimetinib",32,173.6,17.9
"X.2861.BY19.ceab","BYL719 + cetuximab",0,178.5,18.4
"X.2861.BY19.ceab","BYL719 + cetuximab",6,252.8,19.4
"X.2861.BY19.ceab","BYL719 + cetuximab",11,375.4,19.3
"X.2861.BY19.ceab","BYL719 + cetuximab",14,459.4,18.8
"X.2861.BY19.ceab","BYL719 + cetuximab",17,921.4,19.6
"X.2861.BY19.ceab","BYL719 + cetuximab",20,965.3,19.6
"X.2861.BY19.ceab","BYL719 + cetuximab",27,909.4,19.9
"X.2861.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",0,211.3,23.4
"X.2861.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",6,262.1,23
"X.2861.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",11,354.1,21.7
"X.2861.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",14,610.8,21.6
"X.2861.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",17,645.9,20.7
"X.2861.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",20,777.4,21.6
"X.2861.BY19.ceab.enib","BYL719 + cetuximab + encorafenib",27,1326.5,22.8
"X.2861.BY19.enib","BYL719 + encorafenib",0,223.5,24.1
"X.2861.BY19.enib","BYL719 + encorafenib",5,400,24.6
"X.2861.BY19.enib","BYL719 + encorafenib",8,435.4,25.5
"X.2861.BY19.enib","BYL719 + encorafenib",11,472,23.1
"X.2861.BY19.enib","BYL719 + encorafenib",14,570.7,22.3
"X.2861.BY19.enib","BYL719 + encorafenib",21,875.7,22.8
"X.2861.BY19.enib","BYL719 + encorafenib",27,1171.9,26.4
"X.2861.BY19.enib","BYL719 + encorafenib",30,1147.7,25.6
"X.2861.BY19.enib","BYL719 + encorafenib",33,1190,26.1
"X.2861.BY19.LJ16","BYL719 + LJM716",0,219.2,26.4
"X.2861.BY19.LJ16","BYL719 + LJM716",6,202.2,23.9
"X.2861.BY19.LJ16","BYL719 + LJM716",11,262.7,22.9
"X.2861.BY19.LJ16","BYL719 + LJM716",14,390,22.5
"X.2861.BY19.LJ16","BYL719 + LJM716",17,439.6,23.5
"X.2861.BY19.LJ16","BYL719 + LJM716",20,600.9,23
"X.2861.BY19.LJ16","BYL719 + LJM716",27,660.7,23.3
"X.2861.ceab","cetuximab",0,280.8,26.3
"X.2861.ceab","cetuximab",6,505,25.9
"X.2861.ceab","cetuximab",11,1088.5,25.3
"X.2861.ceab","cetuximab",14,1109.7,24.5
"X.2861.ceab","cetuximab",17,1296.2,23.5
"X.2861.ceab","cetuximab",20,1748.1,24.3
"X.2861.ceab.enib","cetuximab + encorafenib",0,236,21.2
"X.2861.ceab.enib","cetuximab + encorafenib",6,551.7,21.3
"X.2861.ceab.enib","cetuximab + encorafenib",11,1240.9,21.3
"X.2861.ceab.enib","cetuximab + encorafenib",14,1513.4,20.7
"X.2861.CG97","CGM097",0,232.2,24.4
"X.2861.CG97","CGM097",5,329.5,25.7
"X.2861.CG97","CGM097",8,466.9,25
"X.2861.CG97","CGM097",11,503.2,22.6
"X.2861.CG97","CGM097",14,564.4,23.5
"X.2861.CG97","CGM097",21,768.5,25
"X.2861.CG97","CGM097",27,901.3,23.9
"X.2861.CG97","CGM097",30,1074.2,26.6
"X.2861.CG97","CGM097",33,1135.5,24.4
"X.2861.CK20","CKX620",0,224.8,25
"X.2861.CK20","CKX620",6,136.8,21.9
"X.2861.CK20","CKX620",11,184.7,23.3
"X.2861.CK20","CKX620",14,215.8,22.4
"X.2861.CK20","CKX620",17,228.1,22.4
"X.2861.CK20","CKX620",20,223.8,22.1
"X.2861.CK20","CKX620",27,227.3,25.4
"X.2861.CK20","CKX620",33,239.9,25.6
"X.2861.CK20","CKX620",36,251.7,24.7
"X.2861.CK20","CKX620",39,298.5,25.5
"X.2861.CK20","CKX620",42,345.5,26.1
"X.2861.CK20","CKX620",47,326.3,25.8
"X.2861.CK20","CKX620",50,372.4,26.2
"X.2861.CK20","CKX620",53,415.5,26.1
"X.2861.CL57","CLR457",0,219.4,22.7
"X.2861.CL57","CLR457",5,243.6,20.9
"X.2861.CL57","CLR457",8,259.6,23
"X.2861.CL57","CLR457",11,290.1,23
"X.2861.CL57","CLR457",14,339.1,24.7
"X.2861.CL57","CLR457",21,501.9,24.3
"X.2861.CL57","CLR457",27,479.6,23.1
"X.2861.CL57","CLR457",30,504.5,23.2
"X.2861.CL57","CLR457",33,533.2,23.2
"X.2861.enib","encorafenib",0,231.9,20.2
"X.2861.enib","encorafenib",3,432.5,21.8
"X.2861.enib","encorafenib",6,458.8,21.1
"X.2861.enib","encorafenib",13,510.8,21.7
"X.2861.enib","encorafenib",19,765.4,20.8
"X.2861.enib","encorafenib",22,789.8,19.4
"X.2861.enib","encorafenib",25,910.7,22.3
"X.2861.enib","encorafenib",28,1134,23.3
"X.2861.enib","encorafenib",36,1394.5,23
"X.2861.enib","encorafenib",39,1843.8,21.7
"X.2861.HD01","HDM201",0,252.6,24
"X.2861.HD01","HDM201",6,315.7,21.6
"X.2861.HD01","HDM201",11,644.9,22.5
"X.2861.HD01","HDM201",14,662.8,18.8
"X.2861.LE11","LEE011",0,221.5,24.7
"X.2861.LE11","LEE011",4,227.7,24.2
"X.2861.LE11","LEE011",9,240.5,22.2
"X.2861.LE11","LEE011",14,400.8,24.3
"X.2861.LE11","LEE011",17,444.6,22.1
"X.2861.LE11","LEE011",20,465.1,21.6
"X.2861.LE11","LEE011",23,506.7,22.7
"X.2861.LE11","LEE011",30,800,24.4
"X.2861.LF27.biib","LFW527 + binimetinib",0,212.93,23.39
"X.2861.LF27.biib","LFW527 + binimetinib",3,221.06,22.35
"X.2861.LF27.biib","LFW527 + binimetinib",6,270.21,21.96
"X.2861.LF27.biib","LFW527 + binimetinib",10,251.48,22.23
"X.2861.LF27.biib","LFW527 + binimetinib",13,356.62,22.32
"X.2861.LF27.biib","LFW527 + binimetinib",18,329.57,24.24
"X.2861.LF27.biib","LFW527 + binimetinib",21,255.78,22.69
